"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0019731","antibacterial humoral response","5/60","138/28905",0.036231884057971,17.4547101449275,8.83693826083552,1.01999530289734e-05,0.0133109387028103,0.0102751105776079,"Ighg2b/Slpi/Ighg2c/Ltf/Jchain",5
"GO:0016064","immunoglobulin mediated immune response","6/60","302/28905",0.0198675496688742,9.57119205298013,6.8290176096167,3.85771796038504e-05,0.0177299174010498,0.0136862520288805,"Ighg2b/Ighv1-72/Ighv1-55/Ighg2c/Ighv1-82/Cd74",6
"GO:0019724","B cell mediated immunity","6/60","305/28905",0.019672131147541,9.47704918032787,6.78782963647888,4.0758430807011e-05,0.0177299174010498,0.0136862520288805,"Ighg2b/Ighv1-72/Ighv1-55/Ighg2c/Ighv1-82/Cd74",6
"GO:0002449","lymphocyte mediated immunity","7/60","482/28905",0.0145228215767635,6.99636929460581,6.05475062954692,6.18075977739529e-05,0.0188158612427933,0.0145245244681212,"Ighg2b/Ighv1-72/Kdm5d/Ighv1-55/Ighg2c/Ighv1-82/Cd74",7
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","7/60","494/28905",0.01417004048583,6.82641700404858,5.9571852652315,7.20914223861813e-05,0.0188158612427933,0.0145245244681212,"Ighg2b/Ighv1-72/Kdm5d/Ighv1-55/Ighg2c/Ighv1-82/Cd74",7
"GO:0019730","antimicrobial humoral response","5/60","222/28905",0.0225225225225225,10.8502252252252,6.71938753439419,9.89384244771243e-05,0.0215191073237745,0.0166112407411593,"Ighg2b/Slpi/Ighg2c/Ltf/Jchain",5
"GO:0031297","replication fork processing","3/60","48/28905",0.0625,30.109375,9.20549693410568,0.000137600570974786,0.0256526778745852,0.0198020671312587,"Primpol/Wrn/Mms22l",3
"GO:0045005","DNA-templated DNA replication maintenance of fidelity","3/60","53/28905",0.0566037735849057,27.2688679245283,8.72992791851842,0.000184998973921479,0.0291164466035073,0.0224758535184969,"Primpol/Wrn/Mms22l",3
"GO:0002440","production of molecular mediator of immune response","6/60","423/28905",0.0141843971631206,6.83333333333333,5.51215047062925,0.000243503224744675,0.0291164466035073,0.0224758535184969,"Igkv8-21/Igkv12-89/Igkv4-59/Igkv5-39/Igkv14-126/Cd74",6
"GO:0006260","DNA replication","5/60","271/28905",0.018450184501845,8.88837638376384,5.95046064456456,0.00025026493138128,0.0291164466035073,0.0224758535184969,"Primpol/Faf1/Wrn/Dach1/Mms22l",5
"GO:0006261","DNA-templated DNA replication","4/60","148/28905",0.027027027027027,13.0202702702703,6.68640424470449,0.000257534012002832,0.0291164466035073,0.0224758535184969,"Primpol/Wrn/Dach1/Mms22l",4
"GO:0002377","immunoglobulin production","5/60","275/28905",0.0181818181818182,8.75909090909091,5.8963851128918,0.000267737440032251,0.0291164466035073,0.0224758535184969,"Igkv8-21/Igkv12-89/Igkv4-59/Igkv5-39/Igkv14-126",5
"GO:0048680","positive regulation of axon regeneration","2/60","14/28905",0.142857142857143,68.8214285714286,11.576279179878,0.000379439443313835,0.0356615741043944,0.0275282326419886,"Igf1r/Pum2",2
"GO:0051703","biological process involved in intraspecies interaction between organisms","3/60","69/28905",0.0434782608695652,20.945652173913,7.56527302513367,0.000404119551974302,0.0356615741043944,0.0275282326419886,"Ltf/Vps13a/Atxn1",3
"GO:0033690","positive regulation of osteoblast proliferation","2/60","15/28905",0.133333333333333,64.2333333333333,11.1721629804496,0.000437230027333571,0.0356615741043944,0.0275282326419886,"Ltf/Igf1r",2
"GO:0070572","positive regulation of neuron projection regeneration","2/60","15/28905",0.133333333333333,64.2333333333333,11.1721629804496,0.000437230027333571,0.0356615741043944,0.0275282326419886,"Igf1r/Pum2",2
"GO:0061000","negative regulation of dendritic spine development","2/60","17/28905",0.117647058823529,56.6764705882353,10.4726538157939,0.000564805653663093,0.0433571398841374,0.0334686693842464,"Asap1/Ube3a",2
"GO:1903036","positive regulation of response to wounding","3/60","81/28905",0.037037037037037,17.8425925925926,6.92298923474034,0.000646554279417821,0.046875185257792,0.0361843535323307,"Igf1r/Pum2/Arfgef1",3
"GO:0006959","humoral immune response","5/60","339/28905",0.0147492625368732,7.10545722713864,5.15718432596324,0.0006937300644155,0.0476483017927488,0.0367811452435254,"Ighg2b/Slpi/Ighg2c/Ltf/Jchain",5
